ID,TYPE,APN,Field2,Field3,Field4,ownership type,Field6,Field7,Field8,Field11,Field9,Tran Line no
266,TRANS EASEMENT,6268017274,1.513,,,F-T,,0,Water and Power Department,,,T/L #59
267,TRANS EASEMENT,6268017270,0.69,30056,,F-T,,0,Water and Power Department,,,T/L #59
268,TRANS EASEMENT,6268005271,0.065,,,F-T,,0,Water and Power Department,,,T/L #59
269,TRANS EASEMENT,6268005270,3.039,0,,F-T,,0,Water and Power Department,,,T/L #59
270,TRANS EASEMENT,6242025272,0.585,,,F-T,,0,Water and Power Department,,,T/L #59
271,TRANS EASEMENT,6242025271,1.28,,,F-T,,0,Water and Power Department,,,T/L #59
272,TRANS EASEMENT,6242019271,3.267,,,F-T,,0,Water and Power Department,,,T/L #59
273,TRANS EASEMENT,6241017270,0.279,,,F-T,,0,Water and Power Department,,,T/L #59
274,TRANS EASEMENT,6241001271,0.554,,,F-T,,0,Water and Power Department,,,T/L #59
275,TRANS EASEMENT,6241001270,3.248,,,F-T,,0,Water and Power Department,,,T/L #59
276,TRANS EASEMENT,6236034270,1.889,,,F-T,,0,Water and Power Department,,,T/L #59
277,TRANS EASEMENT,6236028271,3.32,,,F-T,,0,Water and Power Department,,,T/L #59
278,TRANS EASEMENT,6236028270,1.287,,,F-T,,0,Water and Power Department,,,T/L #59
279,TRANS EASEMENT,6236004270,1.656,,,F-T,,0,Water and Power Department,,,T/L #59
280,TRANS EASEMENT,6236001270,3.836,,,F-T,,0,Water and Power Department,,,T/L #59
281,TRANS EASEMENT,6234019270,2.867,,,F-T,,0,Water and Power Department,,,T/L #59
282,TRANS EASEMENT,6234014277,0.39,,,F-T,,0,Water and Power Department,,,T/L #59
283,TRANS EASEMENT,6234014276,0.1,,,F-T,,0,Water and Power Department,,,T/L #59
284,TRANS EASEMENT,6234014275,0.17,,,F-T,,0,Water and Power Department,,,T/L #59
285,TRANS EASEMENT,6234014274,1.57,,,F-T,,0,Water and Power Department,,,T/L #59
286,TRANS EASEMENT,6234011275,0.531,,,F-T,,0,Water and Power Department,,,T/L #59
287,TRANS EASEMENT,6234011274,4.479,,,F-T,,0,Water and Power Department,,,T/L #59
288,TRANS EASEMENT,6233031272,0.302,,,F-T,,0,Water and Power Department,,,T/L #59
289,TRANS EASEMENT,6233031271,0.403,,,F-T,,0,Water and Power Department,,,T/L #59
290,TRANS EASEMENT,6233029270,0.55,,,F-T,,0,Water and Power Department,,,T/L #59
291,TRANS EASEMENT,6233028274,0.28,,,F-T,,0,Water and Power Department,,,T/L #59
292,TRANS EASEMENT,6233028270,0.05,,,F-T,,0,Water and Power Department,,,T/L #59
293,TRANS EASEMENT,6233027270,0.415,,,F-T,,0,Water and Power Department,,,T/L #59
294,TRANS EASEMENT,6233001275,2.525,,,F-T,,0,Water and Power Department,,,T/L #59
295,TRANS EASEMENT,6233001272,1.327,,,F-T,,0,Water and Power Department,,,T/L #59
296,TRANS EASEMENT,6232009273,2.974,,,F-T,,0,Water and Power Department,,,T/L #59
297,TRANS EASEMENT,6232007278,0.426,,,F-T,,0,Water and Power Department,,,T/L #59
298,TRANS EASEMENT,6232007277,3.954,,,F-T,,0,Water and Power Department,,,T/L #59
299,TRANS EASEMENT,6232006272,0.627,,,F-T,,0,Water and Power Department,,,T/L #59
300,TRANS EASEMENT,6232001270,1.614,,,F-T,,0,Water and Power Department,,,T/L #59
301,TRANS EASEMENT,6231009274,0.005,,,F-T,,0,Water and Power Department,,,T/L #59
302,TRANS EASEMENT,6231009273,0.77,,,F-T,,0,Water and Power Department,,,T/L #59
303,TRANS EASEMENT,6231008280,0.849,,,F-T,,0,Water and Power Department,,,T/L #59
304,TRANS EASEMENT,6231008271,0.56,,,F-T,,0,Water and Power Department,,,T/L #59
305,TRANS EASEMENT,6229016274,0.604,,,F-T,,0,Water and Power Department,,,T/L #59
306,TRANS EASEMENT,6229014273,0.604,,,F-T,,0,Water and Power Department,,,T/L #59
307,TRANS EASEMENT,6229005271,1.19,,,F-T,,0,Water and Power Department,,,T/L #59
308,TRANS EASEMENT,6229005270,1.19,,,F-T,,0,Water and Power Department,,,T/L #59
309,TRANS EASEMENT,6229001270,1.89,,,F-T,,0,Water and Power Department,,,T/L #57 9-25-81
310,TRANS EASEMENT,6226034270,1.51,,,F-T,,0,Water and Power Department,,,T/L #57 9-25-81
311,TRANS EASEMENT,6226033270,1.756,,,F-T,,0,Water and Power Department,,,T/L #57 9-25-81
312,TRANS EASEMENT,6224040272,2.942,,,F-T,,0,Water and Power Department,,,T/L #57 8-16-83
313,TRANS EASEMENT,6224038273,4.81,,,F-T,,0,Water and Power Department,,,T/L #57 8-16-83
314,TRANS EASEMENT,6222041270,4.63,,,F-T,,0,Water and Power Department,,,T/L #57 8-16-83
315,TRANS EASEMENT,6222040912,0.471,,,F-E,,0,Water and Power Department,,,T/L #57 8-16-83
316,TRANS EASEMENT,6222024270,1.16,,,F-T,,0,Water and Power Department,,,T/L #57 6-30-81
317,TRANS EASEMENT,6222016277,0.448,,,F-T,,0,Water and Power Department,,,T/L #57 12-19-80
318,TRANS EASEMENT,6222013273,0.376,,,F-T,,0,Water and Power Department,,,T/L #57
319,TRANS EASEMENT,6222012270,0.35,,,F-T,,0,Water and Power Department,,,T/L #57
320,TRANS EASEMENT,6222005273,2.73,,,F-T,,0,Water and Power Department,,,T/L #57
321,TRANS EASEMENT,6222003270,0.33,,,F-T,,0,Water and Power Department,,,T/L #57
322,TRANS EASEMENT,6222001279,2.21,,,F-T,,0,Water and Power Department,,,T/L #57
323,TRANS EASEMENT,6222001278,3.27,0,,F-T,,0,Water and Power Department,,,T/L #57
324,TRANS EASEMENT,6222001277,1.662,,,F-T,,0,Water and Power Department,,,T/L #57
325,TRANS EASEMENT,6216031274,0.469,,,F-T,,0,Water and Power Department,,,T/L #57
326,TRANS EASEMENT,6216029275,0.29,,,F-T,,0,Water and Power Department,,,T/L #57
327,TRANS EASEMENT,6216027275,0.36,,,F-T,,0,Water and Power Department,,,T/L #57
328,TRANS EASEMENT,6216025275,0.36,,,F-T,,0,Water and Power Department,,,T/L #57
329,TRANS EASEMENT,6216023275,0.379,,,F-T,,0,Water and Power Department,,,T/L #57
330,TRANS EASEMENT,6216021275,0.386,,,F-T,,0,Water and Power Department,,,T/L #57
331,TRANS EASEMENT,6216019275,0.339,,,F-T,,0,Water and Power Department,,,T/L #57
332,TRANS EASEMENT,6216017277,0.413,,,F-T,,0,Water and Power Department,,,T/L #57
333,TRANS EASEMENT,6216015277,0.439,,,F-T,,0,Water and Power Department,,,T/L #57
334,TRANS EASEMENT,6215025277,1.309,,,F-T,,0,Water and Power Department,,,T/L #57
335,TRANS EASEMENT,6215024278,1.521,,,F-T,,0,Water and Power Department,,,T/L #57
336,TRANS EASEMENT,6213033270,0.561,,,F-T,,0,Water and Power Department,,,T/L #57
337,TRANS EASEMENT,6213030270,0.603,,,F-T,,0,Water and Power Department,,,T/L #57
338,TRANS EASEMENT,6213027270,0.574,,,F-T,,0,Water and Power Department,,,T/L #57
339,TRANS EASEMENT,6213024270,0.574,,,F-T,,0,Water and Power Department,,,T/L #57
340,TRANS EASEMENT,6213021270,0.574,,,F-T,,0,Water and Power Department,,,T/L #57
341,TRANS EASEMENT,6213018270,0.574,,,F-T,,0,Water and Power Department,,,T/L #57
342,TRANS EASEMENT,6213015270,0.603,,,F-T,,0,Water and Power Department,,,T/L #57
343,TRANS EASEMENT,6213012270,0.574,,,F-T,,0,Water and Power Department,,,T/L #57
344,TRANS EASEMENT,6213009270,0.573,,,F-T,,0,Water and Power Department,,,T/L #57
345,TRANS EASEMENT,6213006270,0.597,,,F-T,,0,Water and Power Department,,,T/L #57
346,TRANS EASEMENT,6213003272,0.573,,,F-T,,0,Water and Power Department,,,T/L #57
347,TRANS EASEMENT,6210026273,0.708,,,F-T,,0,Water and Power Department,,,T/L #57
348,TRANS EASEMENT,6210024273,0.74,,,F-T,,0,Water and Power Department,,,T/L #57
349,TRANS EASEMENT,6210023273,0.823,,,F-T,,0,Water and Power Department,,,T/L #57
350,TRANS EASEMENT,6210021281,,,,F-T,,0,Water and Power Department,,,T/L #57
351,TRANS EASEMENT,6210021280,1.679,,,F-T,,0,Water and Power Department,,,T/L #57
352,TRANS EASEMENT,6210020284,1.509,,,F-T,,0,Water and Power Department,,,T/L #57
353,TRANS EASEMENT,6210020283,,,,F-T,,0,Water and Power Department,,,T/L #57
354,TRANS EASEMENT,6210020281,0.822,,,F-T,,0,Water and Power Department,,,T/L #57
355,TRANS EASEMENT,6210019273,0.385,,,F-T,,0,Water and Power Department,,,T/L #57
356,TRANS EASEMENT,6210016273,0.69,,,F-T,,0,Water and Power Department,,,T/L #57
357,TRANS EASEMENT,6210015273,0.354,,,F-T,,0,Water and Power Department,,,T/L #57
358,TRANS EASEMENT,6210012273,0.351,,,F-T,,0,Water and Power Department,,,T/L #57
359,TRANS EASEMENT,6210011273,0.298,,,F-T,,0,Water and Power Department,,,T/L #57
360,TRANS EASEMENT,6210008273,0.361,,,F-T,,0,Water and Power Department,,,T/L #57
361,TRANS EASEMENT,6210007273,0.365,,,F-T,,0,Water and Power Department,,,T/L #57
362,TRANS EASEMENT,6210003274,0.933,,,F-T,,0,Water and Power Department,,,T/L #57
363,TRANS EASEMENT,6204033270,0.99,,,F-T,,0,Water and Power Department,,,T/L #57
364,TRANS EASEMENT,6204028270,3.516,,,F-T,,0,Water and Power Department,,,T/L #57
365,TRANS EASEMENT,6204027277,2,,,F-T,,0,Water and Power Department,,,T/L #57
366,TRANS EASEMENT,6204026282,,,,F-T,,0,Water and Power Department,,,T/L #57
367,TRANS EASEMENT,6204026281,,,,F-T,,0,Water and Power Department,,,T/L #57
368,TRANS EASEMENT,6204026278,2.334,,,F-T,,0,Water and Power Department,,,T/L #57
369,TRANS EASEMENT,6204012273,0.7,,,F-T,,0,Water and Power Department,,,T/L #57
370,TRANS EASEMENT,6204008273,0.731,,,F-T,,0,Water and Power Department,,,T/L #57
371,TRANS EASEMENT,6204007273,0.73,,,F-T,,0,Water and Power Department,,,T/L #57
372,TRANS EASEMENT,6204004273,0.74,,,F-T,,0,Water and Power Department,,,T/L #57
373,TRANS EASEMENT,6204003273,0.769,,,F-T,,0,Water and Power Department,,,T/L #57
374,TRANS EASEMENT,6140038270,2.13,,,F-T,,0,Water and Power Department,,,T/L #57
375,TRANS EASEMENT,6140007270,1.096,,,F-T,,0,Water and Power Department,,,T/L #57
376,TRANS EASEMENT,6140006270,0.534,,,F-T,,0,Water and Power Department,,,T/L #57
377,TRANS EASEMENT,6140005270,1.035,,,F-T,,0,Water and Power Department,,,T/L #57
378,TRANS EASEMENT,6140002271,1.34,,,F-T,,0,Water and Power Department,,,T/L #57
379,TRANS EASEMENT,6139030270,1.71,,,F-T,,0,Water and Power Department,,,T/L #57
380,TRANS EASEMENT,6139028270,3.33,,,F-T,,0,Water and Power Department,,,T/L #57
381,TRANS EASEMENT,6139004273,1.45,,,F-T,,0,Water and Power Department,,,T/L #57
382,TRANS EASEMENT,6139004271,0.46,0,,F-T,,0,Water and Power Department,,,T/L #57
383,TRANS EASEMENT,6139003270,0.235,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #57
384,TRANS EASEMENT,6137035271,1.18,,,F-T,,0,Water and Power Department,,,T/L #57
385,TRANS EASEMENT,6137035270,0.29,,,F-T,,0,Water and Power Department,,,T/L #57
386,TRANS EASEMENT,6137033272,0.156,,,F-T,,0,Water and Power Department,,,T/L #57
387,TRANS EASEMENT,6137033271,0.26,,,F-T,,0,Water and Power Department,,,T/L #57
388,TRANS EASEMENT,6137033270,1.01,,,F-T,,0,Water and Power Department,,,T/L #57
389,TRANS EASEMENT,6137008271,0.69,,,F-T,,0,Water and Power Department,,,T/L #57
390,TRANS EASEMENT,6137008270,0.16,,,F-T,,0,Water and Power Department,,,T/L #57
391,TRANS EASEMENT,6134039270,2.22,,,F-T,,0,Water and Power Department,,,T/L #57
392,TRANS EASEMENT,6134016271,0.088,,,F-T,,0,Water and Power Department,,,T/L #57
393,TRANS EASEMENT,6134016270,0.088,,,F-T,,0,Water and Power Department,,,T/L #57
394,TRANS EASEMENT,6134015271,0.088,,,F-T,,0,Water and Power Department,,,T/L #57
395,TRANS EASEMENT,6134015270,0.088,,,F-T,,0,Water and Power Department,,,T/L #57
396,TRANS EASEMENT,6134013271,0.088,,,F-T,,0,Water and Power Department,,,T/L #57
397,TRANS EASEMENT,6134013270,0.088,,,F-T,,0,Water and Power Department,,,T/L #57
398,TRANS EASEMENT,6134010271,0.09,,,F-T,,0,Water and Power Department,,,T/L #57
399,TRANS EASEMENT,6134010270,0.09,,,F-T,,0,Water and Power Department,,,T/L #57
400,TRANS EASEMENT,6134008270,2.044,,,F-T,,0,Water and Power Department,,,T/L #57
401,TRANS EASEMENT,6134001271,1.45,,,F-T,,0,Water and Power Department,,,T/L #57
402,TRANS EASEMENT,6134001270,2.799,,,F-T,,0,Water and Power Department,,,T/L #57
403,TRANS EASEMENT,6132006900,2.8191,,,F-E,,0,Water and Power Department,,LOS ANGELES CITY,T/L #57
404,TRANS EASEMENT,6132005900,2.9271,,,F-E,,0,Water and Power Department,,LOS ANGELES CITY,T/L #57
405,TRANS EASEMENT,6132004900,2.9611,128985,,F-E,,0,Water and Power Department,,LOS ANGELES CITY,T/L #57
406,TRANS EASEMENT,6132003901,1.9111,,,F-E,,0,Water and Power Department,,LOS ANGELES CITY,T/L #57
407,TRANS EASEMENT,6121004901,1.9131,,,F-E,,0,Water and Power Department,,LOS ANGELES CITY,T/L #57
408,TRANS EASEMENT,6121003902,1.0931,,,F-E,,0,Water and Power Department,,LOS ANGELES CITY,T/L #57
409,TRANS EASEMENT,6121002901,,,5/13/2010 Parcel Changed from 6121-002-900.,F-E,,0,Water and Power Department,,LOS ANGELES CITY,T/L #57
410,TRANS EASEMENT,6121001904,1.6511,,5/13/2010 Old APN 6121-001-900,F-E,,0,Water and Power Department,,,T/L #55 9-6-84
411,TRANS EASEMENT,6121001901,1.8821,,,F-E,,0,Water and Power Department,,,T/L #55 6-28-84
412,TRANS EASEMENT,6120029900,1.8001,,,F-E,,0,Water and Power Department,,,T/L #55 12-6-84
413,TRANS EASEMENT,6120028901,1.3901,,,F-E,,0,Water and Power Department,,,T/L #55
414,TRANS EASEMENT,6120027901,0.2601,,,F-E,,0,Water and Power Department,,,T/L #55
415,TRANS EASEMENT,6120026902,1.4481,,,F-E,,0,Water and Power Department,,,T/L #55
416,TRANS EASEMENT,6120025900,1.4301,,,F-E,,0,Water and Power Department,,,T/L #55
417,TRANS EASEMENT,6120024900,1.4001,,,F-E,,0,Water and Power Department,,,T/L #55
418,TRANS EASEMENT,6120023910,1.4051,,,F-E,,0,Water and Power Department,,,T/L #55
419,TRANS EASEMENT,6120023908,1.4301,,,F-E,,0,Water and Power Department,,,T/L #55
420,TRANS EASEMENT,6119017900,0.2721,,,F-E,,0,Water and Power Department,,,T/L #55
421,TRANS EASEMENT,6119012900,2.1411,,,F-E,,0,Water and Power Department,,,T/L #55
422,TRANS EASEMENT,6119006900,1.6281,,,F-E,,0,Water and Power Department,,,T/L #55
423,TRANS EASEMENT,6117024902,1.3481,,,F-E,,0,Water and Power Department,,,T/L #55
424,TRANS EASEMENT,6117023902,1.3001,,,F-E,,0,Water and Power Department,,,T/L #55
425,TRANS EASEMENT,6115039270,2.597,,,F-T,,0,Water and Power Department,,,T/L #55
426,TRANS EASEMENT,6090028270,0.161,,,F-T,,0,Water and Power Department,,,T/L #55
427,TRANS EASEMENT,6089029271,0.231,,,F-T,,0,Water and Power Department,,,T/L #55
428,TRANS EASEMENT,6089029270,0.231,,,F-T,,0,Water and Power Department,,,T/L #55
429,TRANS EASEMENT,6089028272,0.472,,,F-T,,0,Water and Power Department,,,T/L #55
430,TRANS EASEMENT,6089024272,0.684,,,F-T,,0,Water and Power Department,,,T/L #55
431,TRANS EASEMENT,6089023282,1.993,,,F-T,,0,Water and Power Department,,,T/L #55
432,TRANS EASEMENT,6089022283,2.087,0,,F-T,,0,Water and Power Department,,,T/L #55
433,TRANS EASEMENT,6089021270,0.23,,,F-T,,0,Water and Power Department,,,T/L #55
434,TRANS EASEMENT,6089017272,0.626,,,F-T,,0,Water and Power Department,,,T/L #55
435,TRANS EASEMENT,6089016271,0.322,,,F-T,,0,Water and Power Department,,,T/L #55
436,TRANS EASEMENT,6089016270,0.301,,,F-T,,0,Water and Power Department,,,T/L #55
437,TRANS EASEMENT,6089009272,0.684,,,F-T,,0,Water and Power Department,,,T/L #55
438,TRANS EASEMENT,6089008270,0.604,,,F-T,,0,Water and Power Department,,,T/L #55
439,TRANS EASEMENT,6089001272,0.603,,,F-T,,0,Water and Power Department,,,T/L #55
440,TRANS EASEMENT,6086031273,3.79,,,F-T,,0,Water and Power Department,,,T/L #55
441,TRANS EASEMENT,6086031272,0.28,,,F-T,,0,Water and Power Department,,,T/L #55
442,TRANS EASEMENT,6086030270,0.272,,,F-T,,0,Water and Power Department,,,T/L #55
443,TRANS EASEMENT,6086028270,0.494,,,F-T,,0,Water and Power Department,,,T/L #55
444,TRANS EASEMENT,6086027270,0.494,,,F-T,,0,Water and Power Department,,,T/L #55
445,TRANS EASEMENT,6086025900,0.5171,,,F-E,,0,Water and Power Department,,,T/L #55
446,TRANS EASEMENT,6086025270,0.161,,,F-T,,0,Water and Power Department,,,T/L #55
447,TRANS EASEMENT,6084006900,0.7691,,,F-E,,0,Water and Power Department,,,T/L #55
448,TRANS EASEMENT,6084005900,0.7661,,,F-E,,0,Water and Power Department,,,T/L #55
449,TRANS EASEMENT,6084004900,0.766,,,F-E,,0,Water and Power Department,,,T/L #55
450,TRANS EASEMENT,6084003901,0.766,,,F-E,,0,Water and Power Department,,,T/L #55
451,TRANS EASEMENT,6084002901,0.771,,Change from 6084-002-900,F-E,,0,Water and Power Department,,,T/L #55
452,TRANS EASEMENT,6084001900,0.771,,,F-E,,0,Water and Power Department,,,T/L #55
453,TRANS EASEMENT,6079011270,1.204,,,F-T,,0,Water and Power Department,,,T/L #55
454,TRANS EASEMENT,6079002272,0.64,,,F-T,,0,Water and Power Department,,,T/L #55
455,TRANS EASEMENT,6079002271,1.89,,,F-T,,0,Water and Power Department,,,T/L #55
456,TRANS EASEMENT,6079002270,3.78,,,F-T,,0,Water and Power Department,,,T/L #55
457,TRANS EASEMENT,6072007900,0.782,,,F-E,,0,Water and Power Department,,,T/L #55
458,TRANS EASEMENT,6072005900,0.738,,,F-E,,0,Water and Power Department,,,T/L #55
459,TRANS EASEMENT,6072003900,0.702,,,F-E,,0,Water and Power Department,,,T/L #55
460,TRANS EASEMENT,6072001900,0.647,,,F-E,,0,Water and Power Department,,,T/L #55
461,TRANS EASEMENT,6071022900,1.03,,,F-E,,0,Water and Power Department,,,T/L #55
462,TRANS EASEMENT,6071006900,0.163,,,F-E,,0,Water and Power Department,,,T/L #55
463,TRANS EASEMENT,6071005900,0.489,,,F-E,,0,Water and Power Department,,,T/L #55
464,TRANS EASEMENT,6071004900,0.408,,,F-E,,0,Water and Power Department,,,T/L #55
465,TRANS EASEMENT,6071003900,0.446,,,F-E,,0,Water and Power Department,,,T/L #55
466,TRANS EASEMENT,6071002900,0.266,,,F-E,,0,Water and Power Department,,,T/L #55
467,TRANS EASEMENT,6071001900,0.202,,,F-E,,0,Water and Power Department,,,T/L #55
468,TRANS EASEMENT,6057010902,8.16,,,F-E,,0,Water and Power Department,,,T/L #55
469,TRANS EASEMENT,6056016271,0.367,,,F-T,,0,Water and Power Department,,,T/L #55
470,TRANS EASEMENT,6056016270,0.415,,,F-T,,0,Water and Power Department,,,T/L #55
471,TRANS EASEMENT,6056015272,0.334,,,F-T,,0,Water and Power Department,,,T/L #55
472,TRANS EASEMENT,6056015271,0.341,,,F-T,,0,Water and Power Department,,,T/L #55
473,TRANS EASEMENT,6056015270,0.025,,,F-T,,0,Water and Power Department,,,T/L #55
474,TRANS EASEMENT,6055021902,0.025,,,F-E,,0,Water and Power Department,,,T/L #55
475,TRANS EASEMENT,6055021901,0.082,,,F-E,,0,Water and Power Department,,,T/L #55
476,TRANS EASEMENT,6055021900,0.171,,,F-E,,0,Water and Power Department,,,T/L #55
477,TRANS EASEMENT,6055020901,0.18,,,F-E,,0,Water and Power Department,,,T/L #55
478,TRANS EASEMENT,6055020900,0.183,,,F-E,,0,Water and Power Department,,,T/L #55
479,TRANS EASEMENT,6055016901,0.195,,,F-E,,0,Water and Power Department,,,T/L #55
480,TRANS EASEMENT,6055016900,0.195,,,F-E,,0,Water and Power Department,,,T/L #55
481,TRANS EASEMENT,6055012270,0.355,,,F-T,,0,Water and Power Department,,,T/L #55
482,TRANS EASEMENT,6054031901,0.026,,,F-E,,0,Water and Power Department,,,T/L #55
483,TRANS EASEMENT,6054031900,0.308,,,F-E,,0,Water and Power Department,,,T/L #55
484,TRANS EASEMENT,6054025901,0.026,,,F-E,,0,Water and Power Department,,,T/L #55
485,TRANS EASEMENT,6054025900,0.306,,,F-E,,0,Water and Power Department,,,T/L #55
486,TRANS EASEMENT,6054023901,0.121,,,F-E,,0,Water and Power Department,,,T/L #55
487,TRANS EASEMENT,6054023900,0.217,,,F-E,,0,Water and Power Department,,,T/L #55
488,TRANS EASEMENT,6054004902,0.029,,,F-E,,0,Water and Power Department,,,T/L #55
489,TRANS EASEMENT,6054004901,0.139,,,F-E,,0,Water and Power Department,,,T/L #55
490,TRANS EASEMENT,6054004900,0.14,,,F-E,,0,Water and Power Department,,,T/L #55
491,TRANS EASEMENT,6054003902,0.166,,,F-E,,0,Water and Power Department,,,T/L #55
492,TRANS EASEMENT,6054003901,0.164,,,F-E,,0,Water and Power Department,,,T/L #55
493,TRANS EASEMENT,6054003900,0.029,,,F-E,,0,Water and Power Department,,,T/L #55
494,TRANS EASEMENT,6053014900,0.317,,,F-E,,0,Water and Power Department,,,T/L #55
495,TRANS EASEMENT,6053013901,0.317,,5/13/2010 Old APN 6053-013-900.,F-E,,0,Water and Power Department,,,T/L #55
496,TRANS EASEMENT,6053012901,0.049,,,F-E,,0,Water and Power Department,,,T/L #55
497,TRANS EASEMENT,6052030900,0.3,,,F-E,,0,Water and Power Department,,,T/L #55
498,TRANS EASEMENT,6052019900,0.328,,,F-E,,0,Water and Power Department,,,T/L #55
499,TRANS EASEMENT,6052014900,0.33,,,F-E,,0,Water and Power Department,,,T/L #55
500,TRANS EASEMENT,6052003900,0.322,,,F-E,,0,Water and Power Department,,,T/L #55
501,TRANS EASEMENT,6051030902,0.505,,,F-E,,0,Water and Power Department,,,T/L #55
502,TRANS EASEMENT,6051029900,0.478,,,F-E,,0,Water and Power Department,,,T/L #55
503,TRANS EASEMENT,6051028900,0.496,,,F-E,,0,Water and Power Department,,,T/L #55
504,TRANS EASEMENT,6051027900,0.496,,,F-E,,0,Water and Power Department,,,T/L #55
505,TRANS EASEMENT,6051002900,1.11,,,F-E,,0,Water and Power Department,,,T/L #55
506,TRANS EASEMENT,6050035900,1.54,,,F-E,,0,Water and Power Department,,,T/L #55
507,TRANS EASEMENT,6050028900,2.287,,,F-E,,0,Water and Power Department,,,T/L #55
508,TRANS EASEMENT,6050027900,1.898,,,F-E,,0,Water and Power Department,,,T/L #55
509,TRANS EASEMENT,6050026900,2.13,,,F-E,,0,Water and Power Department,,,T/L #55
510,TRANS EASEMENT,6050025900,2.27,,,F-E,,0,Water and Power Department,,,T/L #55
511,TRANS EASEMENT,6049018294,0.276,,,F-T,,0,Water and Power Department,,,T/L #55
512,TRANS EASEMENT,6049018293,0.358,,,F-T,,0,Water and Power Department,,,T/L #55
513,TRANS EASEMENT,6049018292,2.123,,,F-T,,0,Water and Power Department,,,T/L #55
514,TRANS EASEMENT,6049018291,0.136,0,,F-T,,0,Water and Power Department,,,T/L #55
515,TRANS EASEMENT,6049017283,0.51,,,F-T,,0,Water and Power Department,,,T/L #55
516,TRANS EASEMENT,6049017282,0.661,,,F-T,,0,Water and Power Department,,,T/L #55
517,TRANS EASEMENT,6049016281,0.443,,,F-T,,0,Water and Power Department,,,T/L #55
518,TRANS EASEMENT,6049016280,0.66,,,F-T,,0,Water and Power Department,,,T/L #55
519,TRANS EASEMENT,6049015281,0.489,,,F-T,,0,Water and Power Department,,,T/L #55
520,TRANS EASEMENT,6049015280,0.678,,,F-T,,0,Water and Power Department,,,T/L #55
521,TRANS EASEMENT,6049014901,0.2861,,,F-E,,0,Water and Power Department,,,T/L #55
522,TRANS EASEMENT,6049014900,0.2231,,,F-E,,0,Water and Power Department,,,T/L #55
523,TRANS EASEMENT,6049014276,0.284,,,F-T,,0,Water and Power Department,,,T/L #55
524,TRANS EASEMENT,6049014275,0.245,,,F-T,,0,Water and Power Department,,,T/L #55
525,TRANS EASEMENT,6049013900,0.2111,,,F-E,,0,Water and Power Department,,,T/L #55
526,TRANS EASEMENT,6049009285,0.13,,,F-T,,0,Water and Power Department,,,T/L #55
527,TRANS EASEMENT,6049009282,2.821,,,F-T,,0,Water and Power Department,,,T/L #55
528,TRANS EASEMENT,6049008278,3.603,,,F-T,,0,Water and Power Department,,,T/L #55
529,TRANS EASEMENT,6045020270,2.915,,,F-T,,0,Water and Power Department,,,T/L #55
530,TRANS EASEMENT,6045019272,0.002,,,F-T,,0,Water and Power Department,,,T/L #55
531,TRANS EASEMENT,6045019270,1.616,,,F-T,,0,Water and Power Department,,,T/L #55
532,TRANS EASEMENT,6045015273,0.42,,,F-T,,0,Water and Power Department,,,T/L #55
533,TRANS EASEMENT,6045015272,0.421,,,F-T,,0,Water and Power Department,,,T/L #55
534,TRANS EASEMENT,6045015271,1.063,,,F-T,,0,Water and Power Department,,,T/L #55
535,TRANS EASEMENT,6045015270,0.957,,,F-T,,0,Water and Power Department,,,T/L #55
536,TRANS EASEMENT,6045014271,0.478,,,F-T,,0,Water and Power Department,,,T/L #55
537,TRANS EASEMENT,6045014270,0.446,,,F-T,,0,Water and Power Department,,,T/L #55
538,TRANS EASEMENT,6044021271,0.546,,,F-T,,0,Water and Power Department,,,T/L #55
539,TRANS EASEMENT,6044021270,0.318,,,F-T,,0,Water and Power Department,,,T/L #55
540,TRANS EASEMENT,6044020270,0.973,,,F-T,,0,Water and Power Department,,,T/L #55
541,TRANS EASEMENT,6044013270,0.959,,,F-T,,0,Water and Power Department,,,T/L #55
542,TRANS EASEMENT,6044012273,0.05,,,F-T,,0,Water and Power Department,,,T/L #55
543,TRANS EASEMENT,6044012271,0.449,,,F-T,,0,Water and Power Department,,,T/L #55
544,TRANS EASEMENT,6044012270,0.445,,,F-T,,0,Water and Power Department,,,T/L #55
545,TRANS EASEMENT,6044008906,0.0031,,,F-E,,0,Water and Power Department,,,T/L #55
546,TRANS EASEMENT,6044007902,2.9671,,,F-E,,0,Water and Power Department,,,T/L #55
547,TRANS EASEMENT,6043032275,0.641,,,F-T,,0,Water and Power Department,,,T/L #55
548,TRANS EASEMENT,6043032274,0.071,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #4B
549,TRANS EASEMENT,6043032272,0.481,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #4B
550,TRANS EASEMENT,6043032270,1.309,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #4A
551,TRANS EASEMENT,5593018907,2.36,,5/13/2010 Old APN 5593-018-272,F-E,,0,Water and Power Department,,LOS ANGELES CITY,T/L #4A
552,TRANS EASEMENT,5581005900,1.543,,,F-E,,0,Water and Power Department,,LOS ANGELES CITY,T/L #4A
553,TRANS EASEMENT,5581004900,10.285,,,F-E,,0,Water and Power Department,,LOS ANGELES CITY,T/L #4A
554,TRANS EASEMENT,5581002900,1.561,,,F-E,,0,Water and Power Department,,LOS ANGELES CITY,T/L #4A
